FSC-HLin,SSC-HLin,GRN-B-HLin,YEL-B-HLin,RED-B-HLin,RED-R-HLin,RED-B-ALin,RED-B-W,FSC-HLog,SSC-HLog,GRN-B-HLog,YEL-B-HLog,RED-B-HLog,RED-R-HLog,RED-B-ALog,RED-B-WLog,TIME,,Syms
54.175121,0.000000,2.022933,1.307505,1.853327,54.711693,7.081225,46710.886719,1.733800,0.000000,0.305981,0.116443,0.267952,1.738080,0.850108,4.669418,53.000000,,0
11.039784,0.000000,1.452441,0.863447,0.000000,0.000000,1.719887,0.000000,1.042961,0.000000,0.162098,0.000000,0.000000,0.000000,0.235500,0.000000,74.000000,,0
280.620239,0.000000,2.870961,1.048471,4.375825,40.884209,1.847794,0.000000,2.448119,0.000000,0.458027,0.020557,0.641060,1.611556,0.266654,0.000000,135.000000,,0
16.482584,0.000000,4.027363,1.390766,3.817669,0.000000,0.851988,0.000000,1.217025,0.000000,0.605021,0.143254,0.581798,0.000000,0.000000,0.000000,215.000000,,0
17.034573,0.000000,2.766114,1.834825,4.428249,14.194449,1.331825,0.000000,1.231331,0.000000,0.441870,0.263595,0.646232,1.152119,0.124447,0.000000,293.000000,,0
12.976373,0.000000,0.246699,0.175773,0.696925,16.766287,3.153384,99998.000000,1.113153,0.000000,0.000000,0.000000,0.000000,1.224437,0.498777,4.999991,309.000000,,0
26.655838,0.000000,1.418520,0.283704,3.447620,0.000000,0.389807,99998.000000,1.425792,0.000000,0.151835,0.000000,0.537519,0.000000,0.000000,4.999991,323.000000,,0
22.890593,0.000000,1.350678,1.742312,6.216817,15.983018,9.432649,99998.000000,1.359657,0.000000,0.130552,0.241126,0.793568,1.203659,0.974634,4.999991,360.000000,,0
17.241184,0.000000,2.195622,1.381515,4.304899,0.000000,12.008742,99998.000000,1.236567,0.000000,0.341558,0.140356,0.633963,0.000000,1.079498,4.999991,373.000000,,0
11.015115,0.000000,2.981975,1.082392,9.177207,1.011466,6.747023,99998.000000,1.041989,0.000000,0.474504,0.034385,0.962710,0.004951,0.829112,4.999991,460.000000,,0
106.466080,0.000000,1.640549,2.843207,30.714039,44.547691,33.174950,99998.000000,2.027211,0.000000,0.214989,0.453808,1.487337,1.648825,1.520810,4.999991,516.000000,,0
18.255733,0.000000,1.319840,1.369180,25.043043,1.816322,26.305103,99998.000000,1.261399,0.000000,0.120521,0.136461,1.398687,0.259193,1.420040,4.999991,543.000000,,0
11.860059,0.000000,0.000000,0.000000,236.035538,933.441528,173.641388,99998.000000,1.074087,0.000000,0.000000,0.000000,2.372977,2.970087,2.239653,4.999991,640.000000,,0
1018.272095,3373.298828,29.064238,21.987057,16833.115234,7644.366211,19936.222656,42456.257812,3.007864,3.528055,1.463359,1.342167,4.226164,3.883342,4.299643,4.627942,680.000000,,1
45.349461,154.945541,1.813238,2.827788,658.347412,298.339386,665.951050,99998.000000,1.656572,2.190179,0.258455,0.451447,2.818455,2.474711,2.823442,4.999991,713.000000,,0
21.940802,260.292206,1.622047,0.046256,4.810632,4.810632,22.806734,0.000000,1.341252,2.415461,0.210063,0.000000,0.682202,0.682202,1.358063,0.000000,794.000000,,0
25.009121,206.243530,0.129517,0.851112,0.000000,41.038395,24.369068,0.000000,1.398098,2.314380,0.000000,0.000000,0.000000,1.613190,1.386839,0.000000,841.000000,,0
28.956306,244.022415,1.837908,2.143198,4.261727,33.057678,2.764921,26659.886719,1.461743,2.387430,0.264324,0.331062,0.629586,1.519272,0.441683,4.425858,901.000000,,0
12.359625,283.392517,0.431723,0.000000,0.000000,0.000000,8.163445,0.000000,1.092005,2.452388,0.000000,0.000000,0.000000,0.000000,0.911874,0.000000,970.000000,,0
11.283401,450.256683,2.183287,1.060806,1.810155,23.251390,8.163445,99998.000000,1.052440,2.653460,0.339111,0.025636,0.257716,1.366449,0.911874,4.999991,983.000000,,0
21.154448,418.093292,2.309720,1.739229,2.365228,21.111275,6.346738,0.000000,1.325402,2.621273,0.363559,0.240357,0.373873,1.324515,0.802551,0.000000,1027.000000,,0
36.634815,503.121216,2.093859,1.073141,2.223376,34.115402,6.358795,0.000000,1.563894,2.701673,0.320947,0.030657,0.347013,1.532951,0.803375,0.000000,1120.000000,,0
15.819580,80.855629,2.769197,0.234364,0.857279,7.536657,4.007312,0.000000,1.199195,1.907710,0.442354,0.000000,0.000000,0.877179,0.602853,0.000000,1146.000000,,0
12.624826,52.944710,1.289003,0.447142,2.534833,0.000000,1.042720,99998.000000,1.101225,1.723823,0.110254,0.000000,0.403949,0.000000,0.018168,4.999991,1164.000000,,0
29.378778,133.303864,2.288134,2.704439,1.696056,20.213907,1.369467,99998.000000,1.468034,2.124843,0.359481,0.432077,0.229440,1.305650,0.136552,4.999991,1193.000000,,0
43.471466,180.358627,2.053770,1.258165,10.663568,227.471985,18.258783,99998.000000,1.638204,2.256137,0.312552,0.099738,1.027903,2.356928,1.261472,4.999991,1251.000000,,0
45.497482,256.616394,1.822490,2.158617,11.690454,64.225029,18.397627,99998.000000,1.657987,2.409284,0.260665,0.334176,1.067831,1.807704,1.264762,4.999991,1285.000000,,0
12.156098,9.519502,0.477980,0.067842,1.446273,11.687370,0.465479,99998.000000,1.084794,0.978614,0.000000,0.000000,0.160250,1.067717,0.000000,4.999991,1343.000000,,0
22.696318,2.624262,0.881949,0.148019,1.255082,0.000000,2.005887,99998.000000,1.355955,0.419007,0.000000,0.000000,0.098672,0.000000,0.302307,4.999991,1371.000000,,0
10.873262,0.000000,1.470943,1.409269,5.242356,4.249392,3.057145,99998.000000,1.036360,0.000000,0.167596,0.148994,0.719526,0.628327,0.485316,4.999991,1424.000000,,0
36.486797,0.000000,0.434807,1.415436,43.024323,23.707783,58.195847,99998.000000,1.562136,0.000000,0.000000,0.150890,1.633714,1.374891,1.764892,4.999991,1504.000000,,0
103.699966,0.000000,1.936588,2.272716,79.557373,62.291523,181.134262,99998.000000,2.015779,0.000000,0.287037,0.356545,1.900680,1.794429,2.258001,4.999991,1545.000000,,0
13.414264,0.000000,2.291218,0.000000,125.687027,371.303741,398.909271,99998.000000,1.127567,0.000000,0.360066,0.000000,2.099290,2.569729,2.600874,4.999991,1561.000000,,0
1159.291504,3056.154785,53.336346,45.583828,14904.030273,7666.112793,21451.687500,65715.562500,3.064193,3.485175,1.727023,1.658811,4.173304,3.884575,4.331461,4.817668,1611.000000,,1
20.466774,0.000000,0.585910,0.848028,52.716515,3.876260,89.558472,99998.000000,1.311049,0.000000,0.000000,0.000000,1.721947,0.588413,1.952107,4.999991,1668.000000,,0
128.191025,303.708191,2.988143,2.186371,0.000000,77.136642,13.567965,99998.000000,2.107858,2.482456,0.475401,0.339724,0.000000,1.887261,1.132515,4.999991,1769.000000,,0
40.495659,153.536270,2.901798,1.763899,2.251129,6.935328,6.552418,0.000000,1.607409,2.186211,0.462667,0.246474,0.352400,0.841067,0.816402,0.000000,1849.000000,,0
43.921692,293.534912,0.999131,2.096942,2.605759,40.767025,0.531256,3620.154297,1.642679,2.467660,0.000000,0.321587,0.415934,1.610309,0.000000,3.558727,1931.000000,,0
26.242617,149.980713,0.141852,1.060806,0.000000,0.000000,3.613430,0.000000,1.419007,2.176035,0.000000,0.025636,0.000000,0.000000,0.557920,0.000000,1952.000000,,0
22.930681,97.365967,2.855542,1.776234,0.000000,5.686414,4.269253,0.000000,1.360417,1.988407,0.455689,0.249500,0.000000,0.754838,0.630352,0.000000,1976.000000,,0
23.902060,0.000000,0.000000,0.524236,0.000000,34.232582,2.350097,0.000000,1.378435,0.000000,0.000000,0.000000,0.000000,1.534440,0.371086,0.000000,2010.000000,,0
1300.027222,161.581741,1.877997,1.066974,7.700096,47.588257,2.169397,0.000000,3.113952,2.208392,0.273695,0.028154,0.886496,1.677500,0.336339,0.000000,2049.000000,,0
